Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),
1354+195,91342,56539.39062,8305,24.484,1.9588,0.1332,
3C273,92154,56539.39453,8305,28.6572,23.6123,0.2664,
3C279,92944,56539.40234,8305,19.5286,22.9797,0.2584,
1334-127,93739,56539.40625,8305,8.764,4.1014,0.1161,
0420-014,100701,56539.42578,8305,3.9491,3.7637,0.1336,
1510-089,170321,56539.71484,8305,31.5434,2.0668,0.0943,
1730-130,172414,56539.73047,8305,31.9133,4.5861,0.1055,
1741-038,173201,56539.73438,8305,41.0689,3.9263,0.0954,
1606+105,174021,56539.74219,8305,51.4861,0.4665,0.0776,
PG1553+113,174759,56539.74609,8305,49.9026,0.131,0.0764,
1611+343,181127,56539.76172,8305,66.8427,4.3422,0.0937,
1633+382,181909,56539.76953,8305,71.3002,4.1466,0.1053,
3C345,182644,56539.77344,8305,72.0591,6.4002,0.1157,
MRK501,183418,56539.77734,8305,72.6199,1.286,0.0774,
1807+698,184347,56539.78516,8305,64.747,1.663,0.0792,
BLLAC,191119,56539.80469,8305,57.2543,6.3292,0.1101,
3C454.3,192608,56539.81641,8305,36.0967,6.3119,0.1124,
3C380,193704,56539.82422,8305,79.2823,4.2004,0.091,
2223-052,194926,56539.83203,8305,27.7999,3.7797,0.1009,
2230+114,195722,56539.83594,8305,41.5543,4.0546,0.0988,
2344+092,200519,56539.84375,8305,29.0965,0.8294,0.0789,
3C66A,201358,56539.84766,8305,25.6227,0.8434,0.1332,
0235+164,203403,56539.86328,8305,8.7636,0.523,0.1163,
0336-019,213319,56678.90284,5075,30.4012,2.7347,0.0589,
0420-014,214042,56678.90723,5075,35.6079,4.0321,0.0257,
0528+134,214726,56678.91194,5075,55.5497,1.5323,0.0231,
NRAO150,215519,56678.91751,5075,61.3211,7.7511,0.0412,
0736+017,221647,56678.93228,5075,46.6094,0.8146,0.0209,
0829+046,222316,56678.93678,5075,46.7365,0.6324,0.0472,
0735+178,222949,56678.94137,5075,62.9859,1.2869,0.0194,
OJ287,224254,56678.95042,5075,60.698,2.9495,0.0244,
3C207,224913,56678.9548,5075,56.3338,1.66,0.0405,
0716+714,232155,56678.97785,5075,62.5305,1.3587,0.0342,
0836+710,232847,56678.98268,5075,63.5394,3.3544,0.0232,
3C273,235346,56678.99958,5075,25.521,32.6536,0.0744,
3C279,7,56679.00399,5075,16.1967,20.8116,0.0873,
0528+134,2350,56679.02051,5075,32.8909,1.5363,0.035,
0736+017,4751,56679.03718,5075,39.1532,0.8537,0.0277,
0829+046,5413,56679.04167,5075,46.4827,0.6407,0.0201,
0735+178,10055,56679.0455,5075,50.1524,1.2973,0.0448,
1156+295,11940,56679.05929,5075,64.1244,1.2345,0.0201,
3C273,13943,56679.0732,5075,40.5162,32.2938,0.0605,
3C279,14608,56679.07766,5075,31.1874,20.727,0.0403,
1334-127,15235,56679.08214,5075,20.7107,4.0225,0.0324,
1510-089,85330,56679.37444,5075,25.7335,2.8124,0.0844,
1730-130,91105,56679.38666,5075,31.8732,5.2521,0.0245,
1741-038,91726,56679.39107,5075,41.1882,3.4227,0.0206,
1606+105,92417,56679.39588,5075,45.6832,0.7261,0.0321,
1611+343,95047,56679.41432,5075,58.9385,3.8528,0.0217,
1633+382,95710,56679.41884,5075,63.4835,3.2829,0.0178,
3C345,100333,56679.42326,5075,64.4005,6.2077,0.0386,
MRK501,100955,56679.42769,5075,65.1833,1.3909,0.0189,
1807+698,101750,56679.43328,5075,63.4108,1.7394,0.0163,
BLLAC,104223,56679.45009,5075,63.9103,4.8962,0.0267,
3C454.3,104918,56679.45484,5075,41.4657,7.8579,0.0373,
3C380,105906,56679.46183,5075,74.7602,5.1,0.024,
2223-052,110940,56679.46901,5075,31.5335,4.428,0.0265,
1741-038,115636,56679.50159,5075,25.8147,3.4161,0.0222,
0336-019,194208,56701.82488,5075,33.3226,2.6126,0.02,
0420-014,194826,56701.82926,5075,38.0575,3.974,0.0215,
0528+134,195508,56701.83395,5075,57.3204,1.6214,0.0231,
NRAO150,200312,56701.83969,5075,64.7271,8.299,0.0598,
OJ287,205051,56701.87259,5075,58.0131,2.7309,0.019,
0716+714,212937,56701.89989,5075,62.9917,1.4321,0.0779,
0836+710,213632,56701.90473,5075,63.1256,3.3578,0.0292,
3C273,220134,56701.92166,5075,21.9213,31.6772,0.0976,
3C279,220755,56701.92607,5075,12.6294,20.5313,0.0643,
0420-014,223330,56701.9439,5075,13.9609,4.0253,0.0563,
0528+134,224018,56701.9486,5075,35.1483,1.6439,0.039,
0736+017,230420,56701.96531,5075,40.638,0.7994,0.0348,
0829+046,231044,56701.96978,5075,47.5204,0.6605,0.0246,
0735+178,231725,56701.97444,5075,52.6144,1.1228,0.02,
0827+243,232357,56701.97904,5075,64.1414,0.9033,0.027,
3C273,234447,56701.99339,5075,37.5531,31.8087,0.0712,
3C279,235112,56701.99785,5075,28.1777,20.9689,0.0614,
1334-127,16,56702.00229,5075,17.476,3.996,0.0661,
1510-089,71333,56702.30503,5075,26.8851,3.0783,0.0226,
SgrA,72031,56702.31254,5075,16.4699,181.9101,1.0139,
1730-130,73109,56702.31726,5075,32.1232,5.0647,0.0213,
1741-038,73729,56702.32166,5075,41.4325,3.1472,0.0207,
1606+105,74420,56702.32647,5075,46.9621,0.72,0.0198,
1611+343,81052,56702.34494,5075,60.6223,3.888,0.0269,
1633+382,81715,56702.34945,5075,65.1819,3.2015,0.0397,
3C345,82337,56702.35386,5075,66.1007,6.1437,0.0965,
1807+698,83758,56702.36396,5075,63.751,1.9039,0.0296,
BLLAC,90133,56702.38009,5075,62.074,4.1541,0.0246,
3C454.3,91438,56702.38912,5075,40.7581,7.9688,0.0304,
3C380,92426,56702.39609,5075,75.4546,5.2218,0.0304,
2223-052,93459,56702.40325,5075,31.0177,4.3273,0.0483,
2230+114,94127,56702.40774,5075,45.0434,4.2801,0.023,
2344+092,94758,56702.41225,5075,32.7208,1.1662,0.0356,
2230+114,102344,56702.43711,5075,50.6778,4.2331,0.0306,
0336-019,174504,56744.74358,5075,25.9959,2.3289,0.0251,
0420-014,175120,56744.74796,5075,31.7369,3.8625,0.0242,
0528+134,175806,56744.75269,5075,52.2918,1.4918,0.0197,
NRAO150,180548,56744.75809,5075,56.6224,7.6671,0.0282,
0736+017,182704,56744.77275,5075,47.0575,0.8915,0.0247,
0829+046,183332,56744.77724,5075,48.7529,0.6998,0.0234,
0735+178,184003,56744.78182,5075,62.9449,1.1737,0.0367,
3C207,185929,56744.79525,5075,58.0881,1.6955,0.027,
0836+710,193927,56744.82342,5075,63.6594,3.1699,0.1134,
0954+658,194632,56744.82832,5075,67.43,1.1472,0.0336,
3C273,200444,56744.84053,5075,30.3293,31.9143,0.0911,
0528+134,202816,56744.85692,5075,28.7015,1.5625,0.0233,
1510-089,43358,56745.19421,5075,25.7388,3.2474,0.0502,
SgrA,44056,56745.20172,5075,16.4201,177.5933,1.1363,
1730-130,45134,56745.20643,5075,31.8744,3.6569,0.0247,
1741-038,45754,56745.21084,5075,41.189,3.2157,0.0239,
1633+382,53737,56745.23858,5075,63.5041,3.0299,0.0317,
3C345,54359,56745.24302,5075,64.417,5.8408,0.0633,
MRK501,55022,56745.24744,5075,65.2002,1.5303,0.0315,
BLLAC,62250,56745.26986,5075,63.899,4.1953,0.0566,
3C454.3,62946,56745.27464,5075,41.4644,7.9064,0.0413,
3C380,63936,56745.28163,5075,74.7658,5.141,0.0445,
2223-052,65010,56745.2888,5075,31.5316,4.3857,0.0487,
2230+114,65638,56745.29328,5075,45.6556,4.259,0.0513,
1730-130,73045,56745.31697,5075,17.5897,3.7734,0.0402,
1741-038,73705,56745.32137,5075,25.8214,3.2787,0.0226,
1606+105,74345,56745.326,5075,19.5571,0.7347,0.0251,
PG1553+113,74952,56745.33024,5075,16.6283,0.2768,0.0475,
1611+343,75808,56745.33607,5075,33.0455,3.885,0.0222,
1633+382,80429,56745.3405,5075,37.7691,3.0034,0.0222,
3C345,81045,56745.34486,5075,38.8556,5.906,0.0476,
MRK501,81700,56745.34918,5075,39.621,1.454,0.023,
3C454.3,84904,56745.37136,5075,59.8982,7.8129,0.0747,
2223-052,91102,56745.38663,5075,40.601,4.2939,0.0247,
2230+114,91738,56745.38912,5075,57.2815,4.0722,0.0353,
BLLAC,142954,56679.6083,8520,74.6355,5.0808,0.0395,
3C454.3,143749,56679.61364,8520,60.4114,6.2781,0.0441,
3C380,144608,56679.61942,8520,38.5027,3.7471,0.0363,
2223-052,145425,56679.62508,8520,36.9898,3.6673,0.0364,
2230+114,150059,56679.6297,8520,52.4931,3.3439,0.0306,
2344+092,150747,56679.6344,8520,54.8466,0.9385,0.0288,
3C66A,151913,56679.64239,8520,67.1782,1.2817,0.0547,
0235+164,154639,56679.66136,8520,53.1468,0.7776,0.0261,
0336-019,214510,56679.91024,8305,28.2052,2.3185,0.0483,
0420-014,215119,56679.91451,8305,33.7193,4.3342,0.0682,
0528+134,215756,56679.91911,8305,54.0308,1.4682,0.0343,
NRAO150,220532,56679.92443,8305,58.9378,8.8731,0.1208,
0736+017,222633,56679.93898,8305,46.9529,0.7573,0.0359,
0829+046,223254,56679.94339,8305,47.8163,0.6333,0.0362,
0735+178,223919,56679.94786,8305,63.1481,1.1822,0.0348,
0827+243,224556,56679.95244,8305,67.5504,0.8823,0.0353,
OJ287,225204,56679.9567,8305,62.172,2.8394,0.0492,
3C207,225814,56679.96097,8305,57.2792,1.5167,0.037,
MRK421,230957,56679.96912,8305,56.7997,0.6382,0.0377,
1156+295,231622,56679.97357,8305,43.5815,1.0782,0.0375,
1219+285,232226,56679.97778,8305,40.16,0.6608,0.0428,
0716+714,233027,56679.98349,8305,62.0879,1.5207,0.04,
0836+710,233653,56679.98796,8305,63.66,3.0372,0.0516,
0954+658,234328,56679.99252,8305,66.4631,1.4777,0.0525,
3C273,45,56680.00439,8305,27.3958,23.6447,0.3185,
3C279,701,56680.00875,8305,18.0402,26.104,0.3514,
0420-014,2345,56680.01753,8305,10.0169,4.2006,0.1007,
0528+134,2639,56680.02213,8305,31.6615,1.5251,0.0621,
NRAO150,3316,56680.02702,8305,36.8234,8.9187,0.1264,
0736+017,4952,56680.0385,8305,38.3581,0.731,0.0424,
0829+046,5606,56680.04284,8305,45.9154,0.6423,0.0425,
0735+178,10236,56680.04735,8305,49.7183,1.2584,0.0354,
0827+243,10857,56680.05179,8305,61.5867,0.9063,0.0335,
OJ287,11515,56680.05618,8305,60.4565,2.8892,0.0498,
3C207,12130,56680.06047,8305,52.0615,1.5965,0.0426,
MRK421,13400,56680.06911,8305,81.3134,0.7577,0.0669,
1156+295,14021,56680.07352,8305,67.949,1.1026,0.0405,
1219+285,14621,56680.07774,8305,64.8757,0.7633,0.0556,
0716+714,15525,56680.08421,8305,53.4501,1.6256,0.042,
0836+710,20149,56680.08859,8305,58.8427,3.07,0.0505,
1354+195,22013,56680.10125,8305,48.7666,2.0191,0.0405,
3C273,22700,56680.10596,8305,45.269,24.5255,0.3272,
3C279,23315,56680.11031,8305,36.2503,27.2645,0.3633,
1334-127,23933,56680.11467,8305,26.4754,5.241,0.0796,
1510-089,102027,56680.43483,8520,12.6716,2.7771,0.0397,
1730-130,103802,56680.44705,8520,25.7568,4.9795,0.0378,
1741-038,104424,56680.45146,8520,34.6073,3.8715,0.0313,
1611+343,111815,56680.47501,8520,42.6771,4.4365,0.0316,
1633+382,112434,56680.47944,8520,47.2982,3.8982,0.0345,
3C345,113050,56680.48381,8520,48.3088,6.0167,0.065,
MRK501,113706,56680.48815,8520,49.086,1.3211,0.0244,
1807+698,114422,56680.49335,8520,58.1594,1.7457,0.022,
BLLAC,115929,56680.50378,8520,78.3859,5.2557,0.0372,
3C454.3,120641,56680.50861,8520,53.8637,6.4976,0.0393,
0336-019,194212,56700.82486,8520,33.7264,2.3606,0.0328,
0420-014,194825,56700.82916,8520,38.397,4.2059,0.0269,
0528+134,195459,56700.83374,8520,57.5463,1.4245,0.0217,
NRAO150,200256,56700.83927,8520,65.2456,9.8009,0.0278,
0736+017,202403,56700.85391,8520,45.4396,0.7789,0.023,
0829+046,203023,56700.8583,8520,44.3116,0.6102,0.0245,
0735+178,203652,56700.86281,8520,61.8716,1.1449,0.025,
0827+243,204325,56700.86735,8520,63.1093,0.8955,0.0214,
OJ287,204933,56700.87158,8520,57.3969,2.7741,0.0229,
3C207,205540,56700.87586,8520,53.906,1.5532,0.02,
MRK421,210709,56700.88384,8520,49.6712,0.599,0.0252,
1156+295,211334,56700.88829,8520,36.4095,1.0597,0.0237,
1219+285,211939,56700.89251,8520,33.0056,0.6695,0.0251,
0716+714,212722,56700.89801,8520,63.0502,1.4541,0.022,
0836+710,213347,56700.90256,8520,63.003,3.0359,0.0269,
0954+658,214029,56700.90712,8520,63.5189,1.2138,0.0276,
1354+195,215114,56700.91444,8520,16.1168,1.8922,0.0388,
3C273,215746,56700.91899,8520,20.7414,23.376,0.064,
3C279,220403,56700.92336,8520,11.4532,26.6426,0.0806,
0420-014,222923,56700.94094,8520,15.2263,4.0342,0.044,
0528+134,223603,56700.94558,8520,36.4221,1.4515,0.0273,
NRAO150,224306,56700.95052,8520,40.7363,9.7782,0.0762,
0736+017,225945,56700.96204,8520,41.4689,0.7803,0.0243,
0829+046,230602,56700.96641,8520,48.0692,0.6256,0.0225,
0735+178,231234,56700.97099,8520,53.7643,1.1593,0.0301,
0827+243,231858,56700.97545,8520,65.1368,0.9093,0.0226,
OJ287,232521,56700.97985,8520,63.2221,2.8631,0.02,
3C207,233135,56700.98416,8520,55.0054,1.6155,0.023,
1354+195,234506,56700.99352,8520,36.3607,1.989,0.0275,
3C273,235145,56700.99811,8520,38.0197,24.0317,0.054,
3C279,235759,56700.99988,8520,28.5661,28.2089,0.0834,
3C279,12,56701.00244,8520,28.6248,28.2556,0.0672,
1334-127,414,56701.00679,8520,17.9357,5.147,0.0318,
1510-089,64602,56701.28592,8520,30.3124,3.0279,0.0322,
1730-130,70337,56701.29813,8520,32.3685,5.1112,0.0345,
1741-038,70956,56701.30253,8520,41.5703,3.7788,0.0362,
PG1553+113,72300,56701.31164,8520,49.1226,0.2264,0.0352,
1611+343,74334,56701.326,8520,66.0766,4.3035,0.0556,
1633+382,74959,56701.33053,8520,70.7063,3.7041,0.028,
3C345,75623,56701.33498,8520,71.6509,5.8905,0.0893,
MRK501,80250,56701.33948,8520,72.4088,1.3047,0.0541,
1807+698,81107,56701.34533,8520,64.5048,1.7982,0.026,
BLLAC,83451,56701.36154,8520,56.7029,4.125,0.0252,
3C454.3,84800,56701.37061,8520,35.5024,6.3803,0.025,
3C380,85731,56701.37745,8520,80.3653,4.5613,0.0487,
2223-052,90752,56701.38438,8520,26.9614,3.6748,0.03,
2230+114,91415,56701.38886,8520,40.2909,3.3787,0.027,
2344+092,92047,56701.39338,8520,27.4217,0.9218,0.0284,
3C66A,92757,56701.3984,8520,23.9071,1.0111,0.0383,
BLLAC,100112,56701.42158,8520,71.9958,3.9747,0.0223,
3C454.3,100817,56701.42638,8520,48.7738,6.4553,0.0281,
3C380,101822,56701.43356,8520,67.2108,3.8654,0.0292,
2223-052,102915,56701.44093,8520,36.3396,3.7103,0.0363,
2230+114,103545,56701.44546,8520,51.6119,3.3234,0.0284,
2344+092,104216,56701.44996,8520,40.7644,0.899,0.0245,
3C66A,104936,56701.45513,8520,36.1698,0.9742,0.0372,
0336-019,180133,56742.75494,8520,24.5709,2.2481,0.0555,
0420-014,180741,56742.75921,8520,30.4717,3.8126,0.0328,
NRAO150,182145,56742.76904,8520,55.1974,9.2392,0.0468,
0736+017,184242,56742.78353,8520,46.9998,1.1154,0.0333,
0829+046,184903,56742.78793,8520,49.1464,0.7165,0.0537,
0735+178,185528,56742.79243,8520,62.6786,1.1891,0.0509,
0716+714,194704,56742.82841,8520,61.1198,1.0939,0.048,
0836+710,195332,56742.83286,8520,63.6028,2.9932,0.0369,
0954+658,200006,56742.83741,8520,67.7718,1.2326,0.0334,
1354+195,201101,56742.84486,8520,27.6412,1.9691,0.0433,
3C273,201736,56742.8494,8520,31.192,23.7398,0.0857,
3C279,202350,56742.85373,8520,21.7985,27.8375,0.1075,
1510-089,43636,56743.19603,8520,26.3796,3.0499,0.0521,
1730-130,45411,56743.20825,8520,32.023,4.3058,0.0327,
1741-038,50032,56743.21266,8520,41.3346,3.5941,0.0312,
0336-019,203007,57055.8582,5075,32.8443,1.8237,0.0326,
0420-014,203625,57055.86259,5075,37.6634,2.4541,0.0353,
0528+134,204308,57055.8673,5075,57.0562,1.2669,0.0279,
NRAO150,205111,57055.87301,5075,64.1434,7.6785,0.0611,
0736+017,211245,57055.88781,5075,45.8625,1.244,0.0293,
0829+046,211914,57055.8923,5075,45.1079,0.6626,0.0688,
0735+178,212548,57055.89692,5075,62.3211,1.1963,0.0242,
0827+243,213235,57055.90159,5075,64.1503,0.6196,0.026,
OJ287,213853,57055.90596,5075,58.509,4.0991,0.0228,
3C207,214511,57055.91033,5075,54.7651,1.6224,0.0363,
MRK421,215656,57055.91854,5075,51.1938,0.6954,0.0278,
0716+714,221743,57055.9333,5075,62.932,1.6435,0.064,
0836+710,222439,57055.93815,5075,63.2206,3.3324,0.0368,
1354+195,224258,57055.95047,5075,17.9987,1.9639,0.0692,
3C273,224939,57055.95506,5075,22.5615,28.8728,0.072,
3C279,225600,57055.95946,5075,13.2611,19.549,0.0803,
0420-014,232136,57055.97729,5075,13.3037,2.5069,0.0355,
0528+134,232823,57055.97911,5075,34.4988,1.2704,0.0415,
1510-089,64503,57056.28525,5075,33.7656,2.1188,0.0456,
SgrA,65157,57056.29273,5075,14.7313,175.6694,1.0197,
1730-130,70239,57056.29745,5075,31.3495,4.5357,0.0323,
1741-038,70856,57056.3018,5075,40.2059,3.313,0.0334,
1606+105,71542,57056.30656,5075,54.3156,0.7762,0.034,
1611+343,74253,57056.32563,5075,72.7914,4.1205,0.0343,
3C345,75603,57056.33491,5075,78.6859,6.0385,0.1519,
1807+698,81155,57056.34597,5075,64.6228,1.8406,0.0368,
BLLAC,83008,57056.35826,5075,48.9487,3.2191,0.0559,
3C454.3,84320,57056.36737,5075,27.5565,11.9895,0.0619,
2223-052,85200,57056.37336,5075,18.5664,4.6054,0.049,
2230+114,85820,57056.3778,5075,30.9131,4.3555,0.0319,
BLLAC,95250,57056.41568,5075,63.3146,3.5618,0.117,
3C454.3,95945,57056.42045,5075,40.9069,12.0542,0.0435,
3C380,100933,57056.42743,5075,75.3079,5.1205,0.0306,
2223-052,102007,57056.43459,5075,31.1279,4.3863,0.0614,
2230+114,102635,57056.43908,5075,45.1749,4.3523,0.0376,
2344+092,103305,57056.4436,5075,32.875,1.1308,0.0268,
0336-019,164220,57102.70003,5075,37.8754,1.7893,0.0331,
0420-014,164841,57102.70444,5075,41.5508,2.4379,0.03,
0528+134,165518,57102.70907,5075,58.9545,1.3437,0.0311,
NRAO150,170345,57102.71507,5075,70.8404,8.4311,0.0535,
0736+017,171702,57102.72411,5075,41.9857,1.3836,0.0433,
0829+046,172326,57102.72856,5075,39.1006,0.6329,0.0497,
0735+178,173004,57102.73316,5075,57.9947,1.1668,0.0237,
OJ287,174257,57102.7421,5075,51.0052,4.0358,0.0327,
3C207,174914,57102.74648,5075,48.6839,1.6719,0.0248,
MRK421,180042,57102.75449,5075,42.2256,0.7468,0.0362,
1156+295,180720,57102.75905,5075,28.9302,1.3954,0.0652,
1219+285,181332,57102.76336,5075,25.5907,0.635,0.0604,
0716+714,182107,57102.76902,5075,63.0962,1.7115,0.0265,
0836+710,182804,57102.77386,5075,61.3598,3.3263,0.0397,
0954+658,183509,57102.77868,5075,59.7353,1.4015,0.0462,
3C273,184648,57102.78641,5075,12.5594,28.4596,0.0816,
0336-019,191204,57102.804,5075,16.5921,2.0026,0.0679,
0420-014,191821,57102.80837,5075,23.036,2.3879,0.976,
0528+134,192508,57102.81313,5075,44.0967,1.6628,0.1032,
0736+017,195336,57102.83284,5075,45.0616,1.3102,0.0376,
0735+178,200642,57102.84201,5075,58.9778,1.3814,0.0536,
OJ287,201955,57102.85119,5075,65.4265,4.0846,0.035,
3C207,202620,57102.85563,5075,57.9297,1.6506,0.0272,
3C273,210028,57102.87926,5075,34.3338,28.1884,0.0839,
3C279,210651,57102.88368,5075,24.9812,18.3349,0.0686,
1334-127,211315,57102.88811,5075,14.0811,5.5264,0.0429,
1730-130,50523,57103.21603,5075,32.225,4.6947,0.0352,
1741-038,51144,57103.22043,5075,41.5262,3.272,0.0323,
1611+343,54509,57103.24377,5075,61.5295,4.0517,0.0262,
1633+382,55135,57103.24828,5075,66.0966,2.4784,0.0245,
3C345,55756,57103.2527,5075,67.0041,5.6227,0.0923,
1807+698,61220,57103.26282,5075,63.9141,1.8051,0.0244,
3C454.3,64903,57103.28802,5075,39.9037,12.9412,0.0431,
3C380,65847,57103.29496,5075,76.282,5.2341,0.0296,
2223-052,70919,57103.3021,5075,30.3903,4.3895,0.0318,
2230+114,71547,57103.30659,5075,44.2937,4.3746,0.0237,
1730-130,75216,57103.33192,5075,18.5347,4.7209,0.0708,
1741-038,75837,57103.33633,5075,26.8268,3.3117,0.0424,
1606+105,80518,57103.34097,5075,20.7962,0.7614,0.0377,
PG1553+113,81125,57103.3452,5075,17.8725,0.28,0.0363,
1611+343,81940,57103.35102,5075,34.2379,3.9831,0.0402,
1633+382,82601,57103.35545,5075,38.9459,2.4812,0.0272,
3C345,83217,57103.35981,5075,40.0366,5.5725,0.0414,
MRK501,83832,57103.36415,5075,40.7901,1.4815,0.0308,
NRAO150,182652,57161.7727,5075,24.9213,7.1216,0.0545,
OJ287,190751,57161.80111,5075,47.0825,4.2828,0.0543,
0716+714,200307,57161.83982,5075,45.1465,1.4931,0.047,
0836+710,200955,57161.84447,5075,51.0074,3.5001,0.0587,
3C273,203659,57161.86298,5075,46.2391,28.5292,0.1054,
3C279,204318,57161.86735,5075,39.2838,18.7086,0.0874,
1334-127,204938,57161.87176,5075,32.3992,6.3211,0.099,
SgrA,5227,57162.04386,5075,16.4213,168.8778,1.1059,
1730-130,10419,57162.04926,5075,32.337,4.5969,0.0562,
1741-038,11137,57162.05432,5075,41.6118,3.2829,0.044,
1633+382,20640,57162.09275,5075,64.6721,2.3974,0.0341,
3C345,21402,57162.09788,5075,65.4088,5.4394,0.0782,
MRK501,22125,57162.103,5075,66.0128,1.5221,0.0434,
1807+698,23020,57162.10927,5075,63.5482,1.7645,0.037,
BLLAC,25759,57162.12827,5075,63.8162,3.1332,0.0326,
3C454.3,30554,57162.13371,5075,41.5502,14.6136,0.0638,
3C380,31642,57162.14141,5075,74.5119,6.0796,0.0853,
2223-052,32818,57162.14925,5075,31.8317,4.2573,0.0413,
2230+114,33543,57162.15441,5075,46.1542,4.3488,0.0549,
0735+178,113122,57239.48449,5075,56.2016,1.28,0.1003,
MRK421,120127,57239.50535,5075,73.9672,0.7723,0.0472,
1156+295,120925,57239.51089,5075,60.8574,1.3666,0.0339,
0716+714,122728,57239.52371,5075,56.6556,1.7053,0.0553,
0836+710,123539,57239.52938,5075,61.2306,3.1569,0.0328,
0954+658,124356,57239.53508,5075,68.6943,1.0006,0.0343,
1354+195,171200,57239.72104,5075,61.7364,2.0895,0.0469,
3C273,172026,57239.72682,5075,35.1488,27.5226,0.0798,
3C279,172802,57239.73211,5075,30.8913,18.0778,0.1443,
1611+343,180932,57239.7611,5075,79.0842,4.1642,0.0419,
1633+382,181723,57239.76646,5075,81.208,2.4444,0.1816,
MRK501,182550,57239.77228,5075,80.8184,1.4242,0.0735,
1730-130,200539,57239.84154,5075,32.2365,4.3087,0.0742,
1741-038,201256,57239.84661,5075,41.5244,2.9915,0.0684,
1807+698,202348,57239.85453,5075,64.6847,1.8336,0.0407,
BLLAC,203321,57239.86083,5075,50.1566,3.058,0.0481,
2223-052,205515,57239.87598,5075,19.7036,4.2046,0.0674,
2230+114,210229,57239.88104,5075,32.3054,4.5981,0.0564,
2344+092,211023,57239.88651,5075,19.1919,1.0731,0.0662,
FLAGGED,NRAO150,44023,57240.19926,5075,73.2229,16.4061,
1807+698,193511,57275.82067,5075,62.0798,1.7148,0.0469,0.8745
BLLAC,194751,57275.8293,5075,66.9557,3.157,0.0401,
3C454.3,195613,57275.835,5075,44.534,16.2826,0.046,
2223-052,200409,57275.84052,5075,32.2598,4.0669,0.0347,
2230+114,201129,57275.84562,5075,46.6561,4.3113,0.0314,
1741-038,204505,57275.86894,5075,25.8002,3.2245,0.149,
0235+164,14425,57276.07682,5075,60.5711,2.2034,0.0341,
0336-019,15241,57276.08256,5075,38.8831,2.4643,0.0493,
NRAO150,21543,57276.09881,5075,72.7449,8.8542,0.0369,
0440-003,23242,57276.11034,5075,37.8096,2.6608,0.0498,
0528+134,24011,57276.11555,5075,43.7855,1.462,0.0327,
0735+178,82554,57276.35571,5075,60.5273,0.9944,0.0601,
OJ287,85737,57276.37774,5075,65.3773,3.671,0.0363,
MRK421,91141,57276.38746,5075,69.7367,0.8656,0.0385,
1156+295,91939,57276.39295,5075,56.7125,1.5099,0.0433,
0716+714,93729,57276.40566,5075,58.2784,1.3901,0.0317,
0836+710,94538,57276.41131,5075,62.3081,3.1119,0.0367,
1354+195,131007,57276.55302,5075,63.6369,2.0077,0.0378,
3C273,131819,57276.55869,5075,45.4156,27.2707,0.0624,
3C279,132605,57276.56409,5075,38.7742,17.8507,0.2012,
1334-127,133353,57276.56949,5075,32.4227,5.7799,0.048,
1510-089,134137,57276.57485,5075,33.3427,1.663,0.0379,
PG1553+113,134908,57276.58239,5075,48.8521,0.2422,0.0345,
1606+105,140001,57276.58763,5075,47.5605,0.7574,0.0377,
1611+343,140733,57276.59292,5075,65.6264,3.8686,0.0329,
1633+382,141508,57276.5982,5075,65.0912,2.2946,0.0557,
3C345,142248,57276.60352,5075,65.7468,5.2344,0.0626,
1741-038,180728,57300.75949,5075,33.5949,3.3388,0.1548,
3C454.3,183753,57300.78061,5075,47.7079,17.0453,0.0742,
2223-052,184553,57300.78616,5075,34.4485,4.1586,0.0467,
2230+114,185312,57300.79125,5075,49.3289,4.3711,0.0443,
0235+164,234135,57300.99152,5075,58.5095,1.9354,0.1077,
0336-019,234952,57300.99727,5075,36.3293,2.4198,0.0808,
NRAO150,1235,57301.01322,5075,68.8551,8.1784,0.0563,
0440-003,2916,57301.02463,5075,34.7474,2.651,0.0669,
0528+134,3643,57301.02979,5075,39.7391,1.6401,0.0778,
0735+178,60530,57301.25816,5075,62.9469,1.2585,0.0802,
0829+046,62938,57301.27488,5075,49.8042,0.8862,0.0588,
OJ287,63704,57301.2801,5075,64.7734,3.4904,0.0419,
1156+295,65836,57301.29501,5075,49.1935,1.552,0.0815,
1219+285,70609,57301.30023,5075,46.0376,0.8965,0.0415,
0716+714,71603,57301.30744,5075,60.7067,1.431,0.0386,
0836+710,72412,57301.31319,5075,63.478,3.2632,0.0438,
0954+658,73249,57301.31912,5075,68.3277,0.999,0.0494,
0235+164,213958,57336.90705,5075,60.2397,2.1533,0.0447,
0336-019,214814,57336.9128,5075,38.4336,2.8823,0.0404,
NRAO150,221112,57336.92898,5075,72.0075,8.4464,0.0517,
0420-014,222034,57336.93526,5075,37.654,2.0334,0.0579,
0440-003,222808,57336.94051,5075,37.2626,2.6186,0.0541,
0528+134,223537,57336.9457,5075,43.0349,1.2997,0.0685,
0735+178,41451,57337.18137,5075,61.4191,1.1403,0.0468,
0827+243,43044,57337.19244,5075,69.5088,0.7128,0.0477,
OJ287,44635,57337.20338,5075,65.5223,2.7693,0.0447,
MRK421,50030,57337.21302,5075,67.7237,0.667,0.0467,
1219+285,51558,57337.22372,5075,51.5975,0.945,0.0568,
0716+714,52608,57337.23111,5075,58.9928,1.3249,0.0436,
